OBJECTID,UNITID,AGENCY,FIRENAME,FIRENUM,STARTDATE,PERIMDATE,ACRES,YEAR,CAUSE,SHAPEAREA,SHAPELEN
290,WAOWF,OKAN-WEN NF,TABLE MOUNTAIN FIRE,642,2012/09/15 00:00:00+00,2012/10/06 00:00:00+00,42481.23861478,2012,LIGHTNING,1850475352.13611,324172.530572214
291,WACOA,COLVILLE AGENCY,ST MARY'S MISSION ROAD,012198,2012/10/02 00:00:00+00,2012/10/10 00:00:00+00,16853.18303864,2012,UNKNOWN,734121716.667537,273642.706281212
292,WAGPF,GIFFORD PINCHOT NF,CASCADE CREEK,563,2012/09/09 00:00:00+00,2012/10/07 00:00:00+00,20096.32065296,2012,LIGHTNING,875392226.06359,293816.220620121
293,WACOF,COLVILLE NF,RADIO,1010,2012/09/11 00:00:00+00,2012/10/01 00:00:00+00,190.95832857,2012,LIGHTNING,8318111.51982,12094.970044419
294,WAGPF,GIFFORD PINCHOT NF,SOUTH POINT,628,2012/09/19 00:00:00+00,2012/10/09 00:00:00+00,336.81498277,2012,UNKNOWN,14671601.9627555,18678.7479125875
295,WASES,WA DNR - SE REGION,FOSTER CREEK,0184,2012/07/12 00:00:00+00,2012/07/16 00:00:00+00,1294.12726798,2012,LIGHTNING,56371958.304801,62912.3391585081
296,WASES,WA DNR - SE REGION,QUILOMENE,170,2012/07/12 00:00:00+00,2012/07/17 00:00:00+00,156.93495816,2012,LIGHTNING,6836059.4329805,19648.8322700893
297,WASES,WA DNR - SE REGION,LITTTLE PARKE CREEK,433,2012/09/05 00:00:00+00,2012/09/07 00:00:00+00,692.94103598,2012,RECREATION,30184390.7894085,37334.4695672318
298,WACOA,COLVILLE AGENCY,METEOR,048,2012/04/11 00:00:00+00,2012/11/19 00:00:00+00,210.58514453,2012,UNKNOWN,9173052.203618,13425.5041305796
299,WACOA,COLVILLE AGENCY,SOUTH OMAK LAKE,106,2012/07/13 00:00:00+00,2012/11/19 00:00:00+00,1002.99843724,2012,UNKNOWN,43690437.163767,53397.7662716067
300,WAYAA,BIA - YAKIMA,NORTH AHTANUM,118,2012/08/31 00:00:00+00,2012/09/02 00:00:00+00,1661.10995281,2012,UNKNOWN,72357660.11306,45683.1439795528
301,WASPD,SPOKANE BLM,CACHE BUTTE,50156,2012/07/10 00:00:00+00,2012/07/10 00:00:00+00,470.30298593,2012,UNKNOWN,20486316.1214105,19173.0913292003
302,WASPD,SPOKANE BLM,CRANE ROAD,302,2012/08/01 00:00:00+00,2012/08/01 00:00:00+00,11131.87513842,2012,UNKNOWN,484902541.413719,128842.657439834
303,WASPD,SPOKANE BLM,WASHOUT,50111,2012/06/30 00:00:00+00,2012/06/30 00:00:00+00,595.70041073,2012,UNKNOWN,25948606.0968205,42328.7593999112
304,WAGPF,GIFFORD PINCHOT NF,COLD SPRINGS,005,2008/07/12 00:00:00+00,2008/07/20 00:00:00+00,7982.99113452,2008,LIGHTNING,347737702.864645,102604.89033122
305,WAOLS,WA DNR - OLY REGION,BECKETT POINT,UNKNOWN,2011/09/05 00:00:00+00,2011/09/05 00:00:00+00,19.08746161,2011,UNKNOWN,831446.5021285,6054.27336799285
306,WASPS,WA DNR - SPS REGION,CALIFORNIA RD,UNKNOWN,2011/08/14 00:00:00+00,2011/08/14 00:00:00+00,0.40223456,2011,UNKNOWN,17521.2671365,807.222178912007
307,WAWFS,WA FIRE SERVICE,BELL PLAIN,UNKNOWN,2011/09/05 00:00:00+00,2011/09/05 00:00:00+00,3951.88057295,2011,UNKNOWN,172143229.18253,159420.425074094
308,WAOWF,OKAN-WEN NF,CAMELS HUMP,362,2008/07/24 00:00:00+00,2008/07/31 00:00:00+00,116.58766848,2008,MISCELLANEOUS,5078538.5247465,11813.7201230894
309,WANES,WA DNR - NE REGION,CAYUSE,358,2008/07/09 00:00:00+00,2008/07/13 00:00:00+00,1744.23240162,2008,DEBRIS BURN,75978459.5,48770.6465471348
310,ORCGF,COLUMBIA RG NSA,MARYHILL,016,2006/06/18 00:00:00+00,2006/06/19 00:00:00+00,801.310141,2006,MISCELLANEOUS,34904930.121678,40590.7503536199
311,WANES,WA DNR - NE REGION,GATEWAY LANE,196,2006/07/15 00:00:00+00,2006/07/15 00:00:00+00,113.23336596,2006,EQUIPMENT USE,4932425.6913785,23223.2749354103
312,WASPD,SPOKANE BLM,BADGER HOLLOW,UNKNOWN,2006/08/01 00:00:00+00,2006/08/01 00:00:00+00,7384.36203656,2006,UNKNOWN,321661523.662489,80649.2156062786
313,WASPD,SPOKANE BLM,WELCH ROAD,UNKNOWN,2006/08/01 00:00:00+00,2006/08/01 00:00:00+00,2570.95243167,2006,UNKNOWN,111990239.961165,61496.0063147114
314,WACOA,COLVILLE AGENCY,CAMERON LAKE ROAD,UNKNOWN,2006/08/22 00:00:00+00,2006/08/22 00:00:00+00,1568.08507291,2006,EQUIPMENT USE,68305512.553117,43658.0110875763
315,WACOA,COLVILLE AGENCY,SWAWILLA BASIN,UNKNOWN,2006/07/14 00:00:00+00,2006/07/14 00:00:00+00,81.54705117,2006,ARSON,3552175.3401825,9632.12060936808
316,WANES,WA DNR - NE REGION,FRUIT HILL,258,2006/07/29 00:00:00+00,2006/07/29 00:00:00+00,115.56873834,2006,ARSON,5034154.105259,16502.1746476065
317,WASES,WA DNR - SE REGION,PALOUSE RIVER,707,2006/08/23 00:00:00+00,2006/08/23 00:00:00+00,654.42068351,2006,UNKNOWN,28506450.9476135,49537.6751398438
318,WASPS,WA DNR - SPS REGION,CARBON COPY,062,2006/08/20 00:00:00+00,2006/08/31 00:00:00+00,276.96980421,2006,UNKNOWN,12064756.412296,17137.0775564233
319,WAOWF,OKAN-WEN NF,TRINITY,521,2004/07/22 00:00:00+00,2004/07/23 00:00:00+00,3.53739765,2004,LIGHTNING,154088.4254855,1653.87029066276
320,WAYAA,BIA - YAKIMA,SPRING CREEK,006,2004/04/27 00:00:00+00,2004/04/30 00:00:00+00,707.44859209,2004,DEBRIS BURN,30816337.4055735,29593.3465171317
321,WAMSF,MT. BAKER-SNOQ NF,FATHERS DAY,UNKNOWN,2004/06/19 00:00:00+00,2004/06/19 00:00:00+00,20.49742216,2004,UNKNOWN,892864.1378035,3732.01542726777
322,WAMSF,MT. BAKER-SNOQ NF,SWIFT CREEK,121,2004/07/17 00:00:00+00,2004/07/27 00:00:00+00,172.9171597,2004,LIGHTNING,7532241.347672,12026.0282686498
323,WAMSF,MT. BAKER-SNOQ NF,SURVEY POINT,UNKNOWN,2004/08/14 00:00:00+00,2004/08/21 00:00:00+00,68.18345872,2004,LIGHTNING,2970059.581655,6862.11798940598
324,WAOWF,OKAN-WEN NF,GLORY MOUNTAIN,080,2001/08/01 00:00:00+00,2001/08/01 00:00:00+00,928.73202986,2001,UNKNOWN,40455405.398642,25815.6412143267
325,WAOWF,OKAN-WEN NF,SWEETGRASS,031,2003/08/01 00:00:00+00,2003/08/01 00:00:00+00,181.31183649,2003,UNKNOWN,7897912.005942,13649.1516811708
326,WACOF,COLVILLE NF,TOGO,035,2003/08/01 00:00:00+00,2003/08/01 00:00:00+00,5218.37220836,2003,UNKNOWN,227311384.147734,98106.4292992838
327,WAOWF,OKAN-WEN NF,WILCOX,081,2003/08/01 00:00:00+00,2003/08/01 00:00:00+00,440.55194383,2003,UNKNOWN,19190365.9116385,32278.8284474973
328,WAOWF,OKAN-WEN NF,MIDDLE QUARTZ MT,028,2002/08/01 00:00:00+00,2002/08/01 00:00:00+00,7402.71028141,2002,UNKNOWN,322460770.010974,204799.397718462
329,WAOWF,OKAN-WEN NF,QUARTZ MT,030,2002/08/01 00:00:00+00,2002/08/01 00:00:00+00,4208.26808036,2002,UNKNOWN,183311424.332799,104080.961932428
330,WA,UNKNOWN,ICICLE COMPLEX,UNKNOWN,2001/08/14 00:00:00+00,2001/08/21 00:00:00+00,8006.07151715,2001,LIGHTNING,348743080.310618,156012.787038909
331,WANES,WA DNR - NE REGION,MARSHALL,326,2007/08/11 00:00:00+00,2007/08/11 00:00:00+00,384.39492287,2007,UNKNOWN,16744175.8635,42410.6582352534
332,WASES,WA DNR - SE REGION,ELLENSBURG PASS,649,2007/09/10 00:00:00+00,2007/09/10 00:00:00+00,452.8422728,2007,UNKNOWN,19725730.5,19542.0393007018
333,WACOF,COLVILLE NF,MT LEONA,015,2001/08/01 00:00:00+00,2001/08/01 00:00:00+00,4895.29859926,2001,UNKNOWN,213238354.027657,84286.5223349219
334,WACOA,COLVILLE AGENCY,SIX MILE 2,180,2013/08/10 00:00:00+00,2013/08/10 00:00:00+00,4.82819487,2013,UNKNOWN,210315.3273065,1835.63813972016
335,WACOA,COLVILLE AGENCY,WHITMORE SOUTH,180,2013/08/10 00:00:00+00,2013/08/10 00:00:00+00,169.38386422,2013,LIGHTNING,7378331.612136,11175.9192665344
336,WACOA,COLVILLE AGENCY,SIX MILE,180,2013/08/10 00:00:00+00,2013/08/10 00:00:00+00,247.61426584,2013,LIGHTNING,10786034.2758085,14418.5463416696
337,WACOA,COLVILLE AGENCY,WHITMORE 3,180,2013/08/10 00:00:00+00,2013/08/10 00:00:00+00,4.98456802,2013,LIGHTNING,217126.91465,1950.40465231754
338,WANES,WA DNR - NE REGION,LITTLE CHOPAKA,160,2007/07/07 00:00:00+00,2007/07/11 00:00:00+00,4428.34102028,2007,MISCELLANEOUS,192897763.25,61918.7637723353
339,WAWFS,WA FIRE SERVICE,EASY STREET,236,2007/07/07 00:00:00+00,2007/07/07 00:00:00+00,5208.62754937,2007,MISCELLANEOUS,226886908.5,73626.3604079219
340,WAOWF,OKAN-WEN NF,CROW CREEK,408,2007/08/02 00:00:00+00,2007/08/04 00:00:00+00,83.0082751,2007,UNKNOWN,3615826,13815.3651213712
341,WASPD,SPOKANE BLM,DOUGLAS CREEK,006,2007/07/09 00:00:00+00,2007/07/10 00:00:00+00,3156.02448129,2007,FIREWORKS,137475876.5,48733.5752469511
342,WANES,WA DNR - NE REGION,TUNK GRADE,215,2007/07/14 00:00:00+00,2007/07/17 00:00:00+00,16498.06617585,2007,LIGHTNING,718652888,142982.08694422
343,WAWFS,WA FIRE SERVICE,LES BLAIR,2399,2007/07/30 00:00:00+00,2007/08/01 00:00:00+00,7037.32239857,2007,UNKNOWN,306544537.5,72135.2901130733
344,WASES,WA DNR - SE REGION,BEASLEY HILL,806,2007/08/14 00:00:00+00,2007/08/14 00:00:00+00,85.71552881,2007,UNKNOWN,3733753.5,8455.76579799213
345,WACOF,COLVILLE NF,PEND D'OREILLE,194,2007/08/11 00:00:00+00,2007/08/18 00:00:00+00,9730.19778533,2007,LIGHTNING,423845720.141072,133743.061183812
346,WANCP,NORTH CASCADES NP,TOLO,112,2007/07/15 00:00:00+00,2007/08/16 00:00:00+00,293.17027851,2007,LIGHTNING,12770446.25,20220.8962758129
347,WAMCR,MID COLUMBIA NWR,WAUTOMA,070084,2007/08/16 00:00:00+00,2007/08/17 00:00:00+00,67291.4018444,2007,MISCELLANEOUS,2931201739.5,320300.44766484
348,WA,UNKNOWN,BLACK ROCK,808,2007/08/31 00:00:00+00,2007/09/01 00:00:00+00,32139.34579784,2007,UNKNOWN,1399984303,176767.732366519
349,WA,UNKNOWN,MILEPOST 17,70082,2007/08/13 00:00:00+00,2007/09/07 00:00:00+00,6452.10503245,2007,MISCELLANEOUS,281052571,92282.3381920601
350,WAWFS,WA FIRE SERVICE,HORSE HEAVEN COMPLEX - MCBEE,802,2007/07/13 00:00:00+00,2007/07/15 00:00:00+00,3097.28286821,2007,LIGHTNING,134917102.069,87691.431820523
351,WASES,WA DNR - SE REGION,EASTON RIDGE,407,2007/08/02 00:00:00+00,2007/08/04 00:00:00+00,401.45718434,2007,EQUIPMENT USE,17487405,25888.1305816483
352,WA,UNKNOWN,SOUTH OMAK LAKE,247,2007/08/30 00:00:00+00,2007/08/30 00:00:00+00,10508.6868522,2007,ARSON,457756568.25,115832.460805448
353,WAWFS,WA FIRE SERVICE,HORSE HEAVEN COMPLEX - OVERLOOK,802,2007/07/13 00:00:00+00,2007/07/16 00:00:00+00,19565.90062349,2007,LIGHTNING,852287222,183017.803070267
354,WACOA,COLVILLE AGENCY,MANILLA CREEK,256,2007/09/10 00:00:00+00,2007/09/16 00:00:00+00,26799.11099589,2007,ARSON,1167364605.5085,197519.781587631
355,WASES,WA DNR - SE REGION,BOUGHTON MILL,685,2007/09/20 00:00:00+00,2007/09/22 00:00:00+00,138.02876607,2007,RAILROAD,6012509,11658.5302390038
356,WAYAA,BIA - YAKIMA,PINE SPRING,122,2007/08/11 00:00:00+00,2007/08/11 00:00:00+00,1850.59474959,2007,ARSON,80611584.845,50618.9347922761
357,WAOWF,OKAN-WEN NF,DOMKE LAKE,434,2007/08/05 00:00:00+00,2007/09/11 00:00:00+00,10333.14695436,2007,LIGHTNING,450110080.886,151517.614731443
358,WA,UNKNOWN,PANTHER CREEK WFU,611,2007/08/05 00:00:00+00,2007/09/28 00:00:00+00,204.02074262,2007,LIGHTNING,8887108,13166.5309174771
359,WANES,WA DNR - NE REGION,ARBYS 231,415,2007/09/07 00:00:00+00,2007/09/07 00:00:00+00,6.56591814,2007,SMOKER,286010.25,3247.65422967408
360,WANES,WA DNR - NE REGION,BURNT VALLEY,416,2007/09/08 00:00:00+00,2007/09/08 00:00:00+00,26.68260214,2007,ELECTRIC FENCE,1162289.5,4807.93858577673
361,WA,UNKNOWN,WHISPERING PINES,UNKNOWN,2007/09/15 00:00:00+00,2007/09/15 00:00:00+00,14.05962924,2007,DEBRIS BURN,612435,3584.7459624691
362,WASPD,SPOKANE BLM,MILLER HOMESTEAD,884,2012/09/01 00:00:00+00,2012/09/01 00:00:00+00,358.85403571,2012,UNKNOWN,15631619.268741,25084.4213438271
363,WANES,WA DNR - NE REGION,WRIGHTS VALLEY,408,2007/09/03 00:00:00+00,2007/09/03 00:00:00+00,226.22968132,2007,UNKNOWN,9854525.5,15749.0181777478
364,WAOWF,OKAN-WEN NF,CONRAD LAKE,530,2013/08/13 00:00:00+00,2013/09/01 00:00:00+00,1103.61828217,2013,LIGHTNING,48073420.0769695,46073.2432732814
365,WASPD,SPOKANE BLM,BURBANK,324,2013/07/22 00:00:00+00,2013/07/23 00:00:00+00,202.56539119,2013,MISCELLANEOUS,8823713.145173,21168.6809070307
366,WANES,WA DNR - NE REGION,KEYSTONE NORTH,633,2013/08/01 00:00:00+00,2013/08/05 00:00:00+00,459.27384245,2013,UNKNOWN,20005888.5535335,22048.4126775425
367,WANES,WA DNR - NE REGION,KEYSTONE,608,2013/08/01 00:00:00+00,2013/08/05 00:00:00+00,434.30626536,2013,LIGHTNING,18918305.2456115,26210.810510139
368,WANES,WA DNR - NE REGION,TUNK PEAK,651,2013/08/01 00:00:00+00,2013/08/05 00:00:00+00,12.60465383,2013,LIGHTNING,549056.524513,3251.38116456859
369,WANES,WA DNR - NE REGION,CORRAL LAKE,640,2013/08/01 00:00:00+00,2013/08/05 00:00:00+00,0.97552986,2013,UNKNOWN,42493.910641,904.377542554734
370,WAWFS,WA FIRE SERVICE,DEAD CANYON,405,2013/09/10 00:00:00+00,1013/09/12 00:00:00+00,3707.96743489,2013,MISCELLANEOUS,161518415.388121,129038.552966289
371,WASPD,SPOKANE BLM,WEBBER,50795,2013/09/18 00:00:00+00,2013/09/19 00:00:00+00,681.24457214,2013,FIREWORKS,29674894.8625785,28878.3077393213
372,WAWFS,WA FIRE SERVICE,B&O,221,2013/07/15 00:00:00+00,2013/07/16 00:00:00+00,1451.1550919,2013,UNKNOWN,63212062.9540035,65645.4630733738
373,WASPD,SPOKANE BLM,IONE,194,2013/07/04 00:00:00+00,2013/07/08 00:00:00+00,338.53387351,2013,MISCELLANEOUS,14746476.54403,22458.2074875073
374,WASES,WA DNR - SE REGION,GRAND RONDE,1034,2013/08/29 00:00:00+00,2013/08/30 00:00:00+00,613.01622248,2013,LIGHTNING,26702879.839344,23824.0033568814
375,WASES,WA DNR - SE REGION,MAIL TRAIL,217,2013/06/09 00:00:00+00,2013/06/13 00:00:00+00,2495.18489127,2013,MISCELLANEOUS,108689819.103028,67432.8451364301
376,WAPCS,WA DNR - PC REGION,DOG MOUNTAIN,002,2013/05/04 00:00:00+00,2013/05/13 00:00:00+00,198.76701237,2013,UNKNOWN,8658256.4258625,19572.7267318857
377,ORCGF,COLUMBIA RG NSA,MAJOR CREEK,199,2013/07/03 00:00:00+00,2013/07/05 00:00:00+00,149.20407621,2013,MISCELLANEOUS,6499303.562335,12530.3179144142
378,WAOWF,OKAN-WEN NF,ALPINE,518,2014/08/01 00:00:00+00,2014/08/12 00:00:00+00,19.39150482,2014,LIGHTNING,844690.571157,4111.03199069858
379,WAOWF,OKAN-WEN NF,CHIWAUKUM CREEK,356,2014/07/15 00:00:00+00,2014/08/12 00:00:00+00,13894.58962778,2014,LIGHTNING,605245903.195314,287372.053703302
380,WAWFS,WA FIRE SERVICE,SNAKE RIVER,368,2016/08/02 00:00:00+00,2016/08/04 00:00:00+00,11366.23858601,2016,HUMAN,495111372.35509,165543.009601556
381,WAOLP,OLYMPIC NP,COX VALLEY,135,2016/07/21 00:00:00+00,2016/08/26 00:00:00+00,56.99801953,2016,LIGHTNING,2482823.7992825,13295.7125856847
382,WANWS,WA DNR - NW REGION,HOT SHOT,015,2016/05/12 00:00:00+00,2016/05/17 00:00:00+00,59.49864153,2016,UNKNOWN,2591750.4579395,9792.90427401226
383,WASPD,SPOKANE BLM,WEBBER CANYON,082,2016/05/11 00:00:00+00,2016/05/16 00:00:00+00,504.28730502,2016,UNKNOWN,21966667.139602,32050.9858173996
384,WASPD,SPOKANE BLM,SUNLAND,114,2016/05/29 00:00:00+00,2016/05/31 00:00:00+00,1912.50084442,2016,HUMAN,83308203.549297,50293.0142107362
385,WACOA,COLVILLE AGENCY,TIMM RANCH,037,2016/06/08 00:00:00+00,2016/06/22 00:00:00+00,1357.3019961,2016,UNKNOWN,59123838.4541585,44401.9547159029
386,WASPD,SPOKANE BLM,BEAM ROAD,170,2016/06/20 00:00:00+00,2016/06/20 00:00:00+00,1293.95488443,2016,HUMAN,56364449.307411,47264.9389401793
387,WASPD,SPOKANE BLM,ROCKY FORD,430,2016/07/09 00:00:00+00,2016/07/11 00:00:00+00,1951.63481684,2016,HUMAN,85012872.5689505,51962.897573481
388,WASPD,SPOKANE BLM,MCBEE COMMAND,253,2016/07/14 00:00:00+00,2016/07/15 00:00:00+00,1689.16982852,2016,HUMAN,73579943.4096575,63676.7037222426
389,WASES,WA DNR - SE REGION,ANTILON LAKE,340,2016/07/29 00:00:00+00,2016/07/30 00:00:00+00,827.07515956,2016,UNKNOWN,36027249.8411475,30705.3352133742
390,WASPD,SPOKANE BLM,BLACK ROCK ROAD,597,2016/07/30 00:00:00+00,2016/07/31 00:00:00+00,16005.33672165,2016,UNKNOWN,697189678.828025,207695.604635449
391,WAOWF,OKAN-WEN NF,HALFWAY,352,2016/07/31 00:00:00+00,2016/08/01 00:00:00+00,341.2472569,2016,HUMAN,14864671.051932,20374.467035677
392,WASPD,SPOKANE BLM,RANGE 12,344,2016/07/30 00:00:00+00,2016/08/03 00:00:00+00,176580.63221659,2016,UNKNOWN,7691821571.97608,616505.361020293
393,WAWFS,WA FIRE SERVICE,ROAD 10,704,2016/08/02 00:00:00+00,2016/08/04 00:00:00+00,2567.78464465,2016,UNKNOWN,111852251.71062,56751.6511700976
394,WACOA,COLVILLE AGENCY,KEWA,082,2016/08/02 00:00:00+00,2016/08/10 00:00:00+00,1893.98283359,2016,UNKNOWN,82501562.2240545,68306.7718734337
395,WAYAA,BIA - YAKIMA,TULE #6,147,2016/08/21 00:00:00+00,2016/08/22 00:00:00+00,8469.38731608,2016,UNKNOWN,368925035.783827,92882.2300003314
396,WAWFS,WA FIRE SERVICE,KAHLOTUS,444,2016/08/21 00:00:00+00,2016/08/24 00:00:00+00,8463.65626039,2016,UNKNOWN,368675391.996385,102479.114164857
397,WANES,WA DNR - NE REGION,WELLESLEY,807,2016/08/21 00:00:00+00,2016/08/24 00:00:00+00,341.17201945,2016,UNKNOWN,14861393.721477,26226.3543849854
398,WANES,WA DNR - NE REGION,CAYUSE MTN.,024,2016/08/21 00:00:00+00,2016/08/30 00:00:00+00,18095.96213619,2016,HUMAN,788256957.615136,164244.900137631
399,WANES,WA DNR - NE REGION,YALE,808,2016/08/21 00:00:00+00,2016/08/28 00:00:00+00,5870.2343241,2016,UNKNOWN,255706384.329185,174644.143088132
400,WANES,WA DNR - NE REGION,HART,806,2016/08/21 00:00:00+00,2016/08/30 00:00:00+00,4936.45939127,2016,UNKNOWN,215031310.955795,101132.837609982
401,WANES,WA DNR - NE REGION,DEEP NORTH,802,2016/08/21 00:00:00+00,2016/08/31 00:00:00+00,590.98276295,2016,UNKNOWN,25743106.1812035,50665.3695557944
402,WAOWF,OKAN-WEN NF,MILLS CANYON,267,2014/07/08 00:00:00+00,2014/07/19 00:00:00+00,22005.97065323,2014,STRUCTURE FIRE,958576247.33807,158272.516008818
403,WASES,WA DNR - SE REGION,SUNCREST,459,2016/08/27 00:00:00+00,2016/08/30 00:00:00+00,420.12428774,2016,UNKNOWN,18300540.7714405,31658.4691837271
404,WASES,WA DNR - SE REGION,COTTONWOOD,168,2014/06/17 00:00:00+00,2014/06/18 00:00:00+00,8942.47742054,2014,MISCELLANEOUS,389532758.30306,109047.634879008
405,WASES,WA DNR - SE REGION,25 MILE,279,2014/07/10 00:00:00+00,2014/07/10 00:00:00+00,218.18466731,2014,UNKNOWN,9504086.091357,17067.7122802594
406,WASES,WA DNR - SE REGION,SKOOKUM,332,2014/07/14 00:00:00+00,2014/07/14 00:00:00+00,60.84558576,2014,UNKNOWN,2650423.113948,8332.93479443032
407,WANES,WA DNR - NE REGION,CARLTON COMPLEX-RISING EAGLE RD,487,2014/07/14 00:00:00+00,2014/08/12 00:00:00+00,255899.59574273,2014,LIGHTNING,11146941802.6524,1437464.70532389
408,WACOA,COLVILLE AGENCY,DEVILS ELBOW,168,2014/08/03 00:00:00+00,2014/08/13 00:00:00+00,24003.21453281,2014,LIGHTNING,1045575842.73307,460297.763033596
409,WASPD,SPOKANE BLM,WATERMELON,591,2014/07/19 00:00:00+00,2014/07/20 00:00:00+00,11416.981906,2014,UNKNOWN,497321742.532269,124575.550085707
410,WAOWF,OKAN-WEN NF,UPPER FALLS,570,2014/08/06 00:00:00+00,2014/08/20 00:00:00+00,8113.66736329,2014,LIGHTNING,353429936.621127,194027.613888007
411,WAOWF,OKAN-WEN NF,SOUTH CLE ELUM RIDGE,621,2014/08/07 00:00:00+00,2014/08/19 00:00:00+00,887.71468514,2014,UNKNOWN,38668697.009615,48209.6349020637
412,WASES,WA DNR - SE REGION,I-82 MANASHTASH,226,2014/07/03 00:00:00+00,2014/07/04 00:00:00+00,1994.73310648,2014,BURNIN MATERIAL,86890226.556228,80456.7833063649
413,WASES,WA DNR - SE REGION,YAXON CANYON,849,2014/09/22 00:00:00+00,2014/09/23 00:00:00+00,45.8382727,2014,LIGHTNING,1996707.1717625,6747.09859966019
414,WASES,WA DNR - SE REGION,FOSTER CREEK,126,2014/06/03 00:00:00+00,2014/06/03 00:00:00+00,377.3075606,2014,LIGHTNING,16435451.597545,25256.2945199399
415,WASES,WA DNR - SE REGION,BOX CANYON,580,2014/08/03 00:00:00+00,2014/08/03 00:00:00+00,54.74024098,2014,LIGHTNING,2384475.3591465,6972.97945581755
416,WASES,WA DNR - SE REGION,AUVIL CANYON,731,2014/08/21 00:00:00+00,2014/08/21 00:00:00+00,633.13542642,2014,LIGHTNING,27579268.8573985,22523.6313901872
417,WASES,WA DNR - SE REGION,BMIDC INC 881,646,2014/08/11 00:00:00+00,2014/08/11 00:00:00+00,131.76951708,2014,LIGHTNING,5739857.20444,14817.4189040623
418,WASES,WA DNR - SE REGION,BMIDC INC 879,645,2014/08/11 00:00:00+00,2014/08/11 00:00:00+00,30.07020222,2014,LIGHTNING,1309852.7690825,7381.51918084475
419,WAPCS,WA DNR - PC REGION,TEAGUE RD,0065,2014/08/10 00:00:00+00,2014/08/10 00:00:00+00,58.57170025,2014,UNKNOWN,2551373.0573135,8132.08191766568
420,WACOA,COLVILLE AGENCY,BELVEDERE,057,2014/06/04 00:00:00+00,2014/06/04 00:00:00+00,865.45745791,2014,UNKNOWN,37699176.069313,29240.3369032855
421,WACOA,COLVILLE AGENCY,BRODY CANYON,059,2014/06/12 00:00:00+00,2014/06/13 00:00:00+00,818.24416787,2014,UNKNOWN,35642573.3815935,37419.6179349504
422,WACOA,COLVILLE AGENCY,LAWSON FLATS,037,2014/04/07 00:00:00+00,2014/04/08 00:00:00+00,410.67355137,2014,HUMAN,17888868.3421625,33919.559120608
423,WANES,WA DNR - NE REGION,RUNNING DEER,1216,2014/08/27 00:00:00+00,2014/08/28 00:00:00+00,25.61081679,2014,UNKNOWN,1115602.717087,5937.9134566176
424,WASES,WA DNR - SE REGION,SADDLE MOUNTAIN,358,2014/07/18 00:00:00+00,2014/07/18 00:00:00+00,24917.44287758,2014,UNKNOWN,1085399470.13632,217063.40833556
425,WAPCS,WA DNR - PC REGION,MINERAL HILL,0097,2014/09/07 00:00:00+00,2014/09/07 00:00:00+00,6.09674558,2014,UNKNOWN,265573.174996,2657.37593123542
426,WASPD,SPOKANE BLM,MALAGA,112,2014/05/28 00:00:00+00,2014/05/29 00:00:00+00,1248.52299942,2014,LIGHTNING,54385444.3124135,43877.010737081
427,WACOA,COLVILLE AGENCY,SILVER CREEK II,072,2014/07/04 00:00:00+00,2014/07/05 00:00:00+00,273.91414312,2014,HUMAN,11931652.347576,14021.7438940374
428,WAWFS,WA FIRE SERVICE,ROCK HILL,501,2014/07/06 00:00:00+00,2014/07/07 00:00:00+00,1129.53261576,2014,HUMAN,49202243.9331395,40542.372035813
429,WANES,WA DNR - NE REGION,LAKE SPOKANE,443,2014/07/09 00:00:00+00,2014/07/10 00:00:00+00,1016.31089024,2014,STRUCTURE FIRE,44270325.2971,36176.5295567059
430,WASPD,SPOKANE BLM,R ROAD,383,2014/07/16 00:00:00+00,2014/07/16 00:00:00+00,3320.86236455,2014,UNKNOWN,144656185.973274,47557.5166061874
431,WANES,WA DNR - NE REGION,BUGG ROAD,428,2014/07/21 00:00:00+00,2014/07/22 00:00:00+00,1168.94735515,2014,HUMAN,50919143.113194,33788.8201426348
432,WAOWF,OKAN-WEN NF,SHOOFLY,587,2014/08/04 00:00:00+00,2014/08/15 00:00:00+00,163.05324888,2014,LIGHTNING,7102571.1107025,31112.3368995448
433,WANWS,WA DNR - NW REGION,PROCTOR CREEK 62 RD,016,2016/05/13 00:00:00+00,2016/05/15 00:00:00+00,289.15345057,2016,UNKNOWN,12595473.9249065,19187.234691381
434,WAMCR,MID COLUMBIA NWR,DIVISION ROAD,393,2016/08/10 00:00:00+00,2016/08/13 00:00:00+00,722.28632487,2016,UNKNOWN,31462666.4602105,39478.3415266061
435,WASPD,SPOKANE BLM,LOWER CRAB CREEK,379,2016/08/05 00:00:00+00,2016/08/12 00:00:00+00,5746.62856025,2016,UNKNOWN,250322138.793051,148595.7855298
436,WAOLP,OLYMPIC NP,HAYES TWO,153,2016/07/26 00:00:00+00,2016/09/08 00:00:00+00,2389.9156134,2016,LIGHTNING,104104307.701317,119368.158899824
437,WAOLP,OLYMPIC NP,GODKIN,151,2016/07/25 00:00:00+00,2016/09/08 00:00:00+00,563.31251177,2016,LIGHTNING,24537794.8610315,49324.8757052142
438,WAOLP,OLYMPIC NP,IGNAR CREEK,162,2016/07/29 00:00:00+00,2016/09/08 00:00:00+00,79.93271576,2016,LIGHTNING,3481855.1708775,14375.6845127705
